name,booth_number,address,website,linkedin,description,product_categories,link,summary
EcoFlow Innovation Ltd.,"LVCC, Central Hall - 20344","Seattle Seattle, WA 98004, United States",https://www.ecoflow.com/,https://www.linkedin.com/company/ecoflowtech/,"Founded in 2017, EcoFlow is a leading eco-friendly energy solutions company with the vision to power a new world. Today, with three operational headquarters located in the US, Germany, and Japan, EcoFlow has empowered more than 3 million users in over 100 markets worldwide.","Energy/Power, Lifestyle, Smart Home and Appliances, Sustainability",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00002uiRhMQAU,
ECOVACS Robotics Inc.,"Venetian Expo, Halls A-D - 52946","1820 Gateway Drive #360 San Mateo, CA 94404, United States",https://ecovacs.com/,Not Available,"ECOVACS ROBOTICS advances robotic technologies to serve the world and create a holistic ecosystem between human and robotics in lifestyle and production. Over the last 25 years, ECOVACS transformed from a visionary startup into a global corporation with a mission of Robotics for All.","Robotics, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KYVHYAA5,
Eden Park,"LVCC, North Hall - 8225","903 North Country Fair Drive Champaign, IL 61821, United States",https://edenpark.com/,https://www.linkedin.com/company/eden-park-illumination/,"Eden Park creates safer and healthier indoor spaces for at-risk, immunocompromised, and medically vulnerable communities and workforces around the world. We do this by deploying safe and effective Far UV-C 222nm technology to deliver continuous disinfection of air and surfaces.","Digital Health, Lifestyle, Smart Home and Appliances, Travel and Tourism, Vehicle Tech and Advanced Mobility",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000002qNQoIAM,
eeva Solutions Inc.,"Venetian Expo, Hall G - 60437","4020 Saint Ambroise Street, Suite 495 Montreal, QC H4C2C7, Canada",https://eeva.ai/,https://www.linkedin.com/company/eeva-ai/,"eeva is an all-in-one app designed to centralize home, life, and people management into one platform to make day to day life run smoother. Leveraging advanced technologies like AI and machine learning, eeva learns from user behavior, anticipates needs, and automates tasks, thus reducing the mental load associated with managing a home.","Artificial Intelligence, Home Entertainment and Office Hardware, Lifestyle, Smart Home and Appliances, Startups",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000jpg3NIAQ,
EI Technologies,"LVCC, South Hall 2 - 36410","214 Fort York Boulevard Toronto, M5V 4A2, Canada",https://www.emrge.ca/,Not Available,"From sourcing to branding and everything else that goes into bringing a product to market, we handle every stage of the process so that our partners do not need to worry about a thing. Continuously evolving as we explore more effective and efficient methods to construct our products. This dedication to innovation fuels our success and th","Accessories, Fitness, Retail/E-Commerce, Smart Home and Appliances, Sourcing and Manufacturing",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000cWk3XIAS,
"Eiotclub Co., Ltd.","Venetian Expo, Halls A-D - 52652","1301 6TH AVE 1301 6TH AVE Seattle, 98101-2304, United States",https://www.eiotclub.com/,https://www.linkedin.com/in/winnie-lin-a3b108146/,"EIOTCLUB provides SIM card plans for IoT devices, focusing on making IoT connections easier.","5G Technologies, IoT/Sensors, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000AED4XIAX,
Element,"LVCC, North Hall - 10015","7185 Oakland Mills Road Columbia, MD 21046, United States",https://www.element.com/,https://www.linkedin.com/showcase/element-connectivity-mobility/,"Element is the leading testing, inspection and certification partner to a diverse group of companies in sectors where failure in service is not an option. We serve the global connected technologies, automotive, medical device, aerospace, industrials, and energy sectors.","5G Technologies, Fitness, IoT/Sensors, Smart Home and Appliances, Vehicle Tech and Advanced Mobility",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00002JIK5CQAX,
Element Electronics,"Venetian, Lvl 2 - Bassano 2801","7151 Metro Blvd Edina, MN 55439, United States",https://elementelectronics.com/,https://www.linkedin.com/company/element-electronics,"Element, founded in 2007, is a rapidly growing consumer tech brand known for delivering high-quality, affordable products. We focus on making technology accessible and enjoyable. As the only major TV company assembling in the U.S. since 2014, offering a wide range of electronics and appliances, all backed by exceptional customer service.","Digital Health, Food Tech, Home Entertainment and Office Hardware, IoT/Sensors, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001JxrInAAJ,
Elioz,"Venetian Expo, Hall G - 60711","Ivès/Elioz 1080 chemin de la croix verte Montbonnot, Isèr 38330, France",https://www.ives.fr/,https://www.linkedin.com/company/iv-s---interactivity-video-and-systems/mycompany/?viewAsMember=true,"Elioz, the brand created by IVs, specializes in enhancing accessibility for the deaf and hard-of-hearing. Elioz offers innovative, tailored communication services designed for businesses and local authorities seeking to streamline interactions with individuals who are deaf or hard of hearing.","Accessibility, Artificial Intelligence, Education Tech, Metaverse, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V000046QImBQAW,
Elitech,"Venetian Expo, Halls A-D - 52571","2528 Qume Drive Ste 2 San Jose, CA 95131, United States",https://elitechus.com/,Not Available,"Temtop is under the umbrella of Elitech Technology, Inc. of the United States. Committed to providing light scattering environmental particulate matter sensor technology and related key environmental monitoring equipment. Create more professional air quality monitor and visualize the air quality around you.","IoT/Sensors, Smart Cities, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001a1MpVQAU,
Elmos North America,"Renaissance, Suites - Renaissance Hospitality Suites","47023 Five Mile Rd Plymouth, MI 48170, United States",https://www.elmos.com/english/index.html,Not Available,"Elmos, a leading manufacturer of automotive mixed-signal semiconductors with over 40 years of experience, we have on average 7 ICs in every new car produced. We create innovative microelectronics-based solutions to enhance the lives of people. We shape future mobility and make the world greener, safer and a more enjoyable place.","IoT/Sensors, Robotics, Smart Home and Appliances, Vehicle Tech and Advanced Mobility",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001N8WriAAF,
ElphaPex,"LVCC, North Hall - 9524","16192 Coastal Highway Lewes, DE 19958, United States",https://www.elphapex.com/,https://www.linkedin.com/company/elphapex/,"ElphaPex manufactures top-tier, highly efficient, and reliable Litecoin, Dogecoin & Bells coin miners. Backed by a world-class R&D team and powered by advanced in-house ASIC technology, ElphaPex offers miners unmatched performance and stability. Field-tested on an industrial scale, our solutions bring exceptional reliability to","Blockchain, Cryptocurrency, Fintech, Home Entertainment and Office Hardware, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000a1o9KIAQ,
"Emma Healthcare Co,Ltd.","Venetian Expo, Halls A-D - 50017","#329, Yatap-Ro 205(Ibaego)Beon-Gil, Ste 150 Bundang-gu, Seongnam-si, 13503, South Korea",http://www.emmahc.com/,Not Available,"We're a biomedical engineering company based in South Korea, founded in 2017. Using our pioneering biomedical research & technology, we specialize in creating products that intuitively improve our quality of life. Our recent product BebeLucy, an AI-powered baby bassinet, has been awarded the CES2022, 2023, 2024 Innovation Award.","AgTech, Artificial Intelligence, Digital Health, IoT/Sensors, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001garf5QAA,
Emtake Inc.,"Venetian Expo, Halls A-D - 50017","5fl. 2-dong, pangyo-ro 289 Beongil, Bundanggu Seongnam-si, 13488, South Korea",https://emtake.com/emtake-2024-ces/,https://www.linkedin.com/in/yongho-cho-152007220/,EMTAKE Inc. is Korean Company. Our products: 1) Multi sensing Bio AI Camera for Baby healthcare. 2) Building & ground collapse sign detecting sensor & system. 3) Toxic Chemical leak & water level detecting sensor & wireless system. 4) Fire signal detecting thermal camera. 5) Photo semiconductor sensor for bacteria detection.,"Digital Health, IoT/Sensors, Smart Cities, Smart Home and Appliances, Startups",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001znCA6QAM,
ErgoAV,"Venetian Expo, Halls A-D - 51452","9501 Louisiana Avenue North Suite 200 Brooklyn Park, MN 55445, United States",https://www.ergoav.com/,https://www.linkedin.com/company/bestergo/,"ErgoAV is dedicated to bringing technology together by making premium AV accessories including Tabletop TV Stands, TV Mounts, Furniture, Desk Mounts, TV Carts, and other AV Accessories to Regional Retailers, Custom Installers, and Value-Added Resellers within North America.","Accessories, Gaming and Esports, Home Entertainment and Office Hardware, Smart Home and Appliances, Sourcing and Manufacturing",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003AvVbNQAV,
Espressif Systems,"Venetian, Lvl 3 - Toscana 3706","Suite 2701-08, 27/F., Shui On Centre Nos.6-8 Harbour Road, Wanchai Hong Kong, 000000, Hong Kong SAR",https://www.espressif.com/,https://www.linkedin.com/company/espressif-systems/,"We develop cutting-edge, low-power wireless communication chipsets. Our AIoT solutions are green, versatile, and cost-effective. We have core technologies, including Wi-Fi & Bluetooth LE & IEEE 802.15.4 protocols, RF, RISC-V MCUs, AI algorithms, operating systems, toolchains, AIoT frameworks, and Cloud services.","Artificial Intelligence, IoT/Sensors, Smart Cities, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000agxGhIAI,
Espresso Displays Pty Ltd.,"Venetian Expo, Halls A-D - 51168","29 Balfour St Level 2 Chippendale, 2008, Australia",https://www.espres.so/,https://www.linkedin.com/company/espresso-displays,"Founded by a passionate team with a challenger mindset, espresso Displays is an Australian portable touchscreen innovator that builds hardware and software to help people perform their best wherever and however they work. Its products are premium, intuitive, and engineered to integrate with any workflow. More, anywhere with espresso.","Content and EntertaInment, Retail/E-Commerce, Smart Home and Appliances, Startups",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001efujDQAQ,
Eve,"Venetian Tower, Hospitality - Venetian Palazzo Hospitality Suites","100 Pine Street, Ste. 1250 San Francisco, CA 94111, United States",https://www.evehome.com/,https://www.linkedin.com/company/meeteve/,"Eve builds smart home devices that set superior standards of comfort & energy efficiency. Engineered in-house to combine seamless s/w and elegant h/w, Eve devices integrate in the home seamlessly & securely, ensuring interoperability across platforms. By leveraging Thread & Matter, Eve devices are the pillars of a future-proof smart home.","Energy/Power, IoT/Sensors, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000000k53VaAAI,
"Everdisplay Optronics (Shanghai) Co., Ltd.","LVCC, South Hall 1 - 30432","No.1586, Jiugong Road Jingshang District Shanghai, Shanghai, 201506,, China",https://www.everdisplay.com/,Not Available,"Everdisplay Optronics (Shanghai) Co.,Ltd.(EDO) is a company dedicated to mass production of small-to-medium AMOLED display and research of next generation technology. EDO has built the first G4.5 LTPS AMOLED mass production line in China. To further expand mass production scale, EDO is building a G6 AMOLED production line.","Accessories, Gaming and Esports, Smart Home and Appliances, Vehicle Tech and Advanced Mobility, Video",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001LYJBnAAP,
Everpro Technologies Company Ltd.,"Westgate, Hospitality Suites - Westgate Hospitality Suites","YOFC International USA Corporation a Subsidiary Of Everpro Tech Company Limited 1762 Technology #208 San Jose, CA 95110, United States",https://www.everprotech.com/,https://www.linkedin.com/company/everpro-tech/mycompany/,"EverPro Tech: Engineering, development and production services of integrated circuit and hybrid ACC & AOC (Active Copper & Optical Cable). Silicon Line: The global leader in innovative ultra-low-power video and imaging technology enabling ultra-high speed interconnect for a wide array of camera and display applications.","Accessories, AR/VR/XR, Imaging, Robotics, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KYVDZAA5,
Evolution X inc.,"Venetian Expo, Halls A-D - 56051","19211 Newland St Huntington Beach, CA 92646, United States",https://ergoflexdesk.com/,https://www.linkedin.com/company/ergoflexdesk/,"EvolutionX LLC. redefines ergonomic innovation with the launch of our patented ErgoFlex Desk—the first AI-powered, fully adaptable desk designed for all abilities. Engineered for ultimate ease of use, comfort and productivity, our desk seamlessly integrates health tracking, voice control, and dynamic movement to elevate any workspace.","Accessibility, Artificial Intelligence, Digital Health, Gaming and Esports, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000jZOf4IAG,
